return_id,order_id,customer_id,return_date,reason,refund_amount,days_to_return
RET13082,ORD107643,CUST11772,2026-02-27,Better price elsewhere,1459,10
RET13083,ORD107644,CUST11796,2026-02-16,Size/fit issue,351,6
RET13084,ORD107647,CUST11008,2026-02-22,Size/fit issue,23753,12
RET13085,ORD107648,CUST11505,2026-01-18,Better price elsewhere,1228,13
RET13086,ORD107650,CUST11642,2026-01-15,Defective product,412,5
RET13087,ORD107651,CUST11433,2026-01-13,Size/fit issue,734,3
RET13088,ORD107657,CUST11661,2026-02-08,Changed mind,50,10
RET13089,ORD107658,CUST10617,2026-02-24,Better price elsewhere,1716,2
RET13090,ORD107660,CUST10280,2026-02-03,Quality not as expected,297,13
RET13091,ORD107661,CUST11162,2026-03-07,Damaged in shipping,94264,8
RET13092,ORD107663,CUST10609,2026-02-01,Damaged in shipping,30089,4
RET13093,ORD107664,CUST10172,2026-01-26,Size/fit issue,839,6
RET13094,ORD107665,CUST11419,2026-02-18,Quality not as expected,281,10
RET13095,ORD107666,CUST10763,2026-02-05,Product not as described,167,9
RET13096,ORD107668,CUST10222,2026-01-22,Defective product,512,3
RET13097,ORD107677,CUST11015,2026-01-30,Defective product,824,13
RET13098,ORD107680,CUST10082,2026-02-15,Changed mind,425,14
RET13099,ORD107681,CUST10087,2026-01-18,Product not as described,1346,7
RET13100,ORD107688,CUST10603,2026-02-07,Product not as described,1349,6
RET13101,ORD107691,CUST10006,2026-02-11,Quality not as expected,940,9
RET13102,ORD107696,CUST11792,2026-01-23,Product not as described,42753,12
RET13103,ORD107697,CUST10638,2026-02-27,Quality not as expected,74022,2
RET13104,ORD107701,CUST11292,2026-01-08,Defective product,128,1
RET13105,ORD107702,CUST11248,2026-02-07,Product not as described,802,8
RET13106,ORD107703,CUST10017,2026-01-20,Defective product,1478,12
RET13107,ORD107704,CUST10127,2026-01-17,Better price elsewhere,351,3
RET13108,ORD107705,CUST11484,2026-02-23,Defective product,429,14
RET13109,ORD107711,CUST10792,2026-01-14,Changed mind,1018,2
RET13110,ORD107716,CUST10049,2026-02-09,Quality not as expected,351,8
RET13111,ORD107717,CUST11724,2026-01-20,Wrong item received,838,6
RET13112,ORD107718,CUST11888,2026-02-18,Size/fit issue,3937,7
RET13113,ORD107719,CUST10898,2026-01-13,Product not as described,2324,4
RET13114,ORD107725,CUST11721,2026-02-14,Changed mind,199,2
RET13115,ORD107727,CUST10504,2026-03-09,Product not as described,367,14
RET13116,ORD107729,CUST10720,2026-03-04,Product not as described,1260,7
RET13117,ORD107730,CUST10836,2026-01-11,Quality not as expected,1143,2
RET13118,ORD107733,CUST11836,2026-03-02,Damaged in shipping,76584,12
RET13119,ORD107737,CUST11292,2026-01-23,Product not as described,925,2
RET13120,ORD107738,CUST10306,2026-02-03,Wrong item received,620,12
RET13121,ORD107739,CUST10864,2026-02-12,Size/fit issue,7497,13
RET13122,ORD107743,CUST11364,2026-01-18,Size/fit issue,49839,11
RET13123,ORD107753,CUST11871,2026-01-18,Wrong item received,1725,5
RET13124,ORD107759,CUST11199,2026-01-30,Wrong item received,805,2
RET13125,ORD107760,CUST11238,2026-01-10,Defective product,13111,7
RET13126,ORD107761,CUST10013,2026-02-12,Changed mind,382,4
RET13127,ORD107766,CUST11489,2026-03-02,Defective product,459,5
RET13128,ORD107769,CUST11362,2026-02-06,Better price elsewhere,16856,1
RET13129,ORD107770,CUST11912,2026-02-03,Product not as described,185,4
RET13130,ORD107774,CUST11166,2026-01-17,Size/fit issue,19032,10
RET13131,ORD107778,CUST11309,2026-01-29,Defective product,3232,6
RET13132,ORD107779,CUST10045,2026-01-22,Defective product,654,4
RET13133,ORD107780,CUST10938,2026-03-14,Wrong item received,2107,14
RET13134,ORD107783,CUST11404,2026-01-29,Defective product,1075,6
RET13135,ORD107788,CUST11468,2026-03-02,Wrong item received,93,3
RET13136,ORD107792,CUST10705,2026-02-01,Defective product,2264,11
RET13137,ORD107798,CUST10571,2026-02-15,Better price elsewhere,2375,4
RET13138,ORD107802,CUST11798,2026-01-13,Better price elsewhere,1112,9
RET13139,ORD107806,CUST11777,2026-02-21,Quality not as expected,35998,4
RET13140,ORD107812,CUST10248,2026-02-04,Defective product,571,2
RET13141,ORD107813,CUST10728,2026-01-27,Changed mind,1187,4
RET13142,ORD107815,CUST10582,2026-02-09,Quality not as expected,39948,2
RET13143,ORD107816,CUST10701,2026-02-06,Wrong item received,1702,13
RET13144,ORD107819,CUST10717,2026-01-16,Changed mind,838,8
RET13145,ORD107820,CUST11578,2026-01-31,Damaged in shipping,13461,12
RET13146,ORD107824,CUST11925,2026-01-23,Better price elsewhere,886,7
RET13147,ORD107826,CUST11754,2026-02-20,Wrong item received,1211,11
RET13148,ORD107830,CUST10631,2026-01-23,Defective product,68162,13
RET13149,ORD107836,CUST11307,2026-01-11,Damaged in shipping,7497,2
RET13150,ORD107838,CUST11461,2026-03-04,Better price elsewhere,839,7
RET13151,ORD107841,CUST10522,2026-02-12,Wrong item received,88796,11
RET13152,ORD107843,CUST10903,2026-02-17,Damaged in shipping,1696,14
RET13153,ORD107844,CUST10333,2026-02-14,Better price elsewhere,596,3
RET13154,ORD107847,CUST11063,2026-01-28,Defective product,1685,4
RET13155,ORD107849,CUST11038,2026-02-05,Defective product,1075,12
RET13156,ORD107852,CUST11238,2026-01-09,Defective product,1071,2
RET13157,ORD107854,CUST10339,2026-02-01,Defective product,562,13
RET13158,ORD107856,CUST10395,2026-01-17,Wrong item received,838,3
RET13159,ORD107859,CUST10611,2026-02-06,Better price elsewhere,2443,5
RET13160,ORD107863,CUST10041,2026-01-06,Product not as described,3067,4
RET13161,ORD107864,CUST11021,2026-01-30,Defective product,26530,2
RET13162,ORD107865,CUST11250,2026-02-19,Changed mind,1389,13
RET13163,ORD107868,CUST11838,2026-01-05,Size/fit issue,461,1
RET13164,ORD107870,CUST11843,2026-03-09,Better price elsewhere,50,11
RET13165,ORD107871,CUST11224,2026-01-15,Quality not as expected,30089,4
RET13166,ORD107872,CUST11297,2026-03-11,Product not as described,607,11
RET13167,ORD107873,CUST11451,2026-02-07,Defective product,867,6
RET13168,ORD107877,CUST11805,2026-01-17,Wrong item received,494,6
RET13169,ORD107884,CUST10360,2026-01-28,Product not as described,296,11
RET13170,ORD107887,CUST11728,2026-02-02,Damaged in shipping,242,4
RET13171,ORD107888,CUST11363,2026-02-08,Quality not as expected,5286,12
RET13172,ORD107890,CUST10224,2026-02-18,Quality not as expected,757,14
RET13173,ORD107891,CUST10181,2026-03-06,Wrong item received,297,6
RET13174,ORD107896,CUST10879,2026-03-06,Quality not as expected,167,6
RET13175,ORD107898,CUST11630,2026-01-09,Defective product,1648,3
RET13176,ORD107900,CUST10003,2026-01-18,Better price elsewhere,1715,12
RET13177,ORD107902,CUST10775,2026-02-01,Size/fit issue,199,12
RET13178,ORD107905,CUST11204,2026-02-04,Product not as described,1702,4
RET13179,ORD107908,CUST11540,2026-03-01,Wrong item received,3067,13
RET13180,ORD107910,CUST11558,2026-01-24,Defective product,838,12
RET13181,ORD107911,CUST11439,2026-02-22,Better price elsewhere,1682,12
RET13182,ORD107912,CUST10856,2026-01-15,Product not as described,817,8
RET13183,ORD107914,CUST11712,2026-02-24,Product not as described,20488,4
RET13184,ORD107918,CUST10127,2026-02-11,Changed mind,106577,5
RET13185,ORD107921,CUST10815,2026-01-28,Better price elsewhere,22873,2
RET13186,ORD107923,CUST10679,2026-01-11,Wrong item received,9456,7
RET13187,ORD107926,CUST11217,2026-01-31,Product not as described,607,12
RET13188,ORD107929,CUST11767,2026-01-18,Damaged in shipping,317,8
RET13189,ORD107938,CUST10132,2026-01-25,Defective product,1782,4
RET13190,ORD107940,CUST10236,2026-01-15,Changed mind,425,2
RET13191,ORD107941,CUST10787,2026-03-04,Quality not as expected,908,8
RET13192,ORD107943,CUST10913,2026-02-26,Changed mind,796,10
RET13193,ORD107944,CUST10135,2026-01-04,Quality not as expected,2545,2
RET13194,ORD107947,CUST11312,2026-02-02,Better price elsewhere,2622,4
RET13195,ORD107950,CUST10216,2026-03-14,Size/fit issue,1228,14
RET13196,ORD107955,CUST10053,2026-03-03,Quality not as expected,2545,4
RET13197,ORD107958,CUST10672,2026-02-20,Damaged in shipping,729,12
RET13198,ORD107959,CUST11859,2026-02-15,Product not as described,50,14
RET13199,ORD107962,CUST10043,2026-02-05,Defective product,734,3
RET13200,ORD107964,CUST11827,2026-03-02,Wrong item received,838,7
RET13201,ORD107965,CUST11761,2026-02-04,Wrong item received,885,7
RET13202,ORD107966,CUST11783,2026-01-31,Wrong item received,413,6
RET13203,ORD107967,CUST10976,2026-02-11,Defective product,1275,12
RET13204,ORD107969,CUST10102,2026-01-12,Wrong item received,50,10
RET13205,ORD107970,CUST11062,2026-01-25,Defective product,264,2
RET13206,ORD107973,CUST11437,2026-01-25,Defective product,977,13
RET13207,ORD107974,CUST10013,2026-01-18,Damaged in shipping,362,3
RET13208,ORD107977,CUST10364,2026-01-15,Changed mind,412,5
RET13209,ORD107981,CUST10743,2026-02-21,Better price elsewhere,135,13
RET13210,ORD107982,CUST10020,2026-03-06,Changed mind,306,9
RET13211,ORD107986,CUST10865,2026-01-15,Changed mind,1187,3
RET13212,ORD107990,CUST11297,2026-01-21,Defective product,429,13
RET13213,ORD107992,CUST11232,2026-02-26,Changed mind,2545,7
RET13214,ORD107993,CUST11977,2026-03-03,Quality not as expected,50,6
RET13215,ORD107994,CUST11275,2026-02-28,Wrong item received,222,10
RET13216,ORD107995,CUST11650,2026-01-19,Product not as described,3937,3
RET13217,ORD107997,CUST11248,2026-01-22,Changed mind,1012,6
RET13218,ORD108000,CUST10480,2026-02-24,Wrong item received,849,10
RET13219,ORD108004,CUST10765,2026-01-10,Changed mind,1071,9
RET13220,ORD108011,CUST10387,2026-02-19,Better price elsewhere,78,3
RET13221,ORD108013,CUST11290,2026-02-04,Changed mind,1195,11
RET13222,ORD108016,CUST10856,2026-03-03,Changed mind,1225,13
RET13223,ORD108018,CUST10764,2026-01-12,Defective product,75047,10
RET13224,ORD108021,CUST11588,2026-03-08,Better price elsewhere,50,13
RET13225,ORD108024,CUST11743,2026-02-05,Defective product,1567,1
RET13226,ORD108025,CUST11383,2026-01-24,Changed mind,2107,10
RET13227,ORD108028,CUST10508,2026-01-15,Damaged in shipping,1187,3
RET13228,ORD108030,CUST11603,2026-01-18,Damaged in shipping,906,3
RET13229,ORD108031,CUST11640,2026-02-03,Damaged in shipping,1285,12
RET13230,ORD108033,CUST10552,2026-01-31,Changed mind,50,12
RET13231,ORD108039,CUST10153,2026-02-21,Changed mind,1378,8
RET13232,ORD108040,CUST10090,2026-02-28,Better price elsewhere,1075,12
RET13233,ORD108046,CUST11038,2026-02-22,Product not as described,1228,8
RET13234,ORD108048,CUST10863,2026-01-17,Wrong item received,461,4
RET13235,ORD108051,CUST11256,2026-01-09,Better price elsewhere,1685,4
RET13236,ORD108054,CUST11561,2026-02-06,Damaged in shipping,375,3
RET13237,ORD108055,CUST11811,2026-01-09,Better price elsewhere,757,8
RET13238,ORD108056,CUST10578,2026-02-25,Better price elsewhere,323,8
RET13239,ORD108059,CUST11143,2026-02-07,Wrong item received,330,5
RET13240,ORD108060,CUST11601,2026-01-25,Damaged in shipping,1389,7
RET13241,ORD108061,CUST11705,2026-01-12,Quality not as expected,1002,3
RET13242,ORD108062,CUST10355,2026-03-07,Damaged in shipping,91293,11
RET13243,ORD108063,CUST11015,2026-02-04,Wrong item received,109,8
RET13244,ORD108069,CUST11049,2026-02-26,Changed mind,2336,6
RET13245,ORD108070,CUST10240,2026-01-19,Defective product,1866,11
RET13246,ORD108072,CUST10571,2026-01-14,Damaged in shipping,50,3
RET13247,ORD108073,CUST11461,2026-02-24,Wrong item received,2849,10
RET13248,ORD108075,CUST11416,2026-01-23,Product not as described,3633,3
RET13249,ORD108081,CUST10049,2026-01-16,Quality not as expected,22632,2
RET13250,ORD108082,CUST10535,2026-02-03,Damaged in shipping,1980,9
RET13251,ORD108083,CUST10342,2026-02-09,Size/fit issue,345,14
RET13252,ORD108084,CUST11819,2026-01-13,Better price elsewhere,695,6
RET13253,ORD108085,CUST10704,2026-01-14,Quality not as expected,2452,7
RET13254,ORD108086,CUST11993,2026-03-07,Better price elsewhere,1782,13
RET13255,ORD108088,CUST10663,2026-01-20,Size/fit issue,297,5
RET13256,ORD108090,CUST11335,2026-01-15,Changed mind,1071,10
RET13257,ORD108091,CUST10919,2026-01-13,Product not as described,2849,10
RET13258,ORD108094,CUST11772,2026-02-25,Product not as described,1075,7
RET13259,ORD108097,CUST10292,2026-02-03,Wrong item received,185,2
RET13260,ORD108100,CUST10468,2026-01-18,Changed mind,3785,4
RET13261,ORD108101,CUST10229,2026-02-09,Damaged in shipping,2849,14
RET13262,ORD108102,CUST10270,2026-01-07,Product not as described,1211,2
RET13263,ORD108103,CUST11726,2026-02-17,Defective product,214,11
RET13264,ORD108104,CUST11921,2026-02-06,Damaged in shipping,707,5
RET13265,ORD108108,CUST11771,2026-02-12,Size/fit issue,50,5
RET13266,ORD108109,CUST10600,2026-01-13,Size/fit issue,3937,12
RET13267,ORD108114,CUST10984,2026-01-27,Wrong item received,50,14
RET13268,ORD108121,CUST10461,2026-01-31,Product not as described,9456,14
RET13269,ORD108123,CUST10795,2026-02-19,Defective product,615,2
RET13270,ORD108124,CUST10330,2026-01-10,Defective product,1018,3
RET13271,ORD108126,CUST10768,2026-01-12,Changed mind,494,5
RET13272,ORD108130,CUST10703,2026-03-06,Quality not as expected,707,6
RET13273,ORD108132,CUST11298,2026-03-06,Defective product,242,13
RET13274,ORD108136,CUST10870,2026-03-09,Better price elsewhere,1569,11
RET13275,ORD108141,CUST10999,2026-02-28,Size/fit issue,907,10
RET13276,ORD108142,CUST10517,2026-02-22,Wrong item received,718,2
RET13277,ORD108145,CUST10690,2026-01-19,Damaged in shipping,1478,14
RET13278,ORD108147,CUST11146,2026-01-09,Wrong item received,838,5
RET13279,ORD108150,CUST10963,2026-02-04,Better price elsewhere,367,14
RET13280,ORD108151,CUST11878,2026-01-19,Wrong item received,50,10
RET13281,ORD108156,CUST10084,2026-03-06,Better price elsewhere,39019,11
RET13282,ORD108157,CUST10012,2026-01-30,Quality not as expected,3633,11
RET13283,ORD108158,CUST10121,2026-02-02,Size/fit issue,180,5
RET13284,ORD108161,CUST11521,2026-02-05,Damaged in shipping,23456,7
RET13285,ORD108166,CUST11135,2026-02-11,Changed mind,276,6
RET13286,ORD108167,CUST10384,2026-01-22,Quality not as expected,2244,8
RET13287,ORD108171,CUST11641,2026-02-11,Size/fit issue,1703,14
RET13288,ORD108172,CUST10888,2026-01-14,Changed mind,167,7
RET13289,ORD108174,CUST10791,2026-02-24,Quality not as expected,50,8
RET13290,ORD108176,CUST11136,2026-01-25,Changed mind,2443,2
RET13291,ORD108181,CUST10317,2026-02-11,Product not as described,643,12
RET13292,ORD108184,CUST11705,2026-01-27,Product not as described,2324,10
RET13293,ORD108188,CUST10690,2026-02-08,Defective product,214,2
RET13294,ORD108189,CUST11561,2026-01-19,Wrong item received,510,11
RET13295,ORD108192,CUST11741,2026-02-02,Defective product,615,11
RET13296,ORD108193,CUST11988,2026-02-14,Wrong item received,7654,13
RET13297,ORD108199,CUST11504,2026-02-01,Size/fit issue,824,10
RET13298,ORD108200,CUST11002,2026-01-20,Product not as described,2264,13
RET13299,ORD108202,CUST11866,2026-01-22,Quality not as expected,1275,2
RET13300,ORD108205,CUST10964,2026-02-08,Changed mind,30089,3
RET13301,ORD108206,CUST10503,2026-03-05,Product not as described,1980,14
RET13302,ORD108213,CUST11169,2026-01-06,Quality not as expected,348,3
RET13303,ORD108214,CUST10830,2026-01-24,Damaged in shipping,796,3
RET13304,ORD108215,CUST11892,2026-01-26,Damaged in shipping,1359,9
RET13305,ORD108216,CUST10478,2026-01-16,Product not as described,642,3
RET13306,ORD108219,CUST10787,2026-02-24,Better price elsewhere,425,10
RET13307,ORD108220,CUST11312,2026-03-01,Wrong item received,296,12
RET13308,ORD108224,CUST11534,2026-02-11,Size/fit issue,3785,13
RET13309,ORD108227,CUST10394,2026-01-18,Wrong item received,443,13
RET13310,ORD108228,CUST11760,2026-02-03,Damaged in shipping,16856,3
RET13311,ORD108229,CUST11535,2026-01-14,Wrong item received,1094,4
RET13312,ORD108231,CUST11894,2026-01-14,Wrong item received,541,3
RET13313,ORD108232,CUST10419,2026-02-04,Wrong item received,50,5
RET13314,ORD108233,CUST11501,2026-01-29,Quality not as expected,45260,9
RET13315,ORD108235,CUST11783,2026-02-05,Product not as described,2992,7
RET13316,ORD108236,CUST10131,2026-01-11,Quality not as expected,461,4
RET13317,ORD108237,CUST11213,2026-02-05,Damaged in shipping,46941,10
RET13318,ORD108238,CUST11304,2026-01-12,Defective product,54959,10
RET13319,ORD108240,CUST10457,2026-01-17,Product not as described,322,4
RET13320,ORD108244,CUST11040,2026-02-12,Wrong item received,2466,3
RET13321,ORD108247,CUST10885,2026-02-07,Size/fit issue,182,8
RET13322,ORD108249,CUST10445,2026-03-05,Damaged in shipping,796,12
RET13323,ORD108250,CUST10160,2026-02-17,Damaged in shipping,620,11
RET13324,ORD108252,CUST11865,2026-03-02,Better price elsewhere,17893,12
RET13325,ORD108256,CUST10567,2026-01-20,Product not as described,695,12
RET13326,ORD108258,CUST10378,2026-02-12,Quality not as expected,54959,12
RET13327,ORD108263,CUST10745,2026-03-07,Size/fit issue,45260,8
RET13328,ORD108267,CUST10500,2026-01-23,Wrong item received,633,3
RET13329,ORD108269,CUST10027,2026-02-06,Wrong item received,50,4
RET13330,ORD108270,CUST10966,2026-02-04,Product not as described,371,8
RET13331,ORD108271,CUST11086,2026-01-15,Changed mind,7584,10
RET13332,ORD108274,CUST11045,2026-01-17,Damaged in shipping,1395,1
RET13333,ORD108275,CUST11297,2026-02-10,Wrong item received,94264,2
RET13334,ORD108277,CUST11591,2026-03-12,Changed mind,1866,13
RET13335,ORD108279,CUST10560,2026-02-10,Better price elsewhere,428,4
RET13336,ORD108281,CUST10497,2026-02-25,Defective product,421,6
RET13337,ORD108282,CUST10898,2026-02-20,Better price elsewhere,199,10
RET13338,ORD108286,CUST11131,2026-01-15,Wrong item received,375,10
RET13339,ORD108288,CUST10173,2026-02-18,Changed mind,2545,3
RET13340,ORD108294,CUST11438,2026-02-14,Changed mind,189,14
RET13341,ORD108295,CUST11633,2026-02-08,Damaged in shipping,908,9
RET13342,ORD108298,CUST11445,2026-02-01,Size/fit issue,2622,5
RET13343,ORD108300,CUST10152,2026-02-01,Product not as described,1567,5
RET13344,ORD108301,CUST10514,2026-01-25,Product not as described,1702,10
RET13345,ORD108308,CUST10847,2026-02-14,Defective product,50,10
RET13346,ORD108311,CUST10076,2026-01-22,Better price elsewhere,929,13
RET13347,ORD108313,CUST11735,2026-02-11,Wrong item received,71,10
RET13348,ORD108314,CUST10318,2026-02-10,Product not as described,707,10
RET13349,ORD108316,CUST11870,2026-02-20,Changed mind,816,2
RET13350,ORD108317,CUST10006,2026-01-25,Size/fit issue,838,10
RET13351,ORD108319,CUST10597,2026-01-29,Product not as described,1792,14
RET13352,ORD108322,CUST11049,2026-02-07,Wrong item received,1461,13
RET13353,ORD108323,CUST11758,2026-01-04,Damaged in shipping,707,3
RET13354,ORD108326,CUST11279,2026-01-27,Product not as described,35998,13
RET13355,ORD108327,CUST10261,2026-02-02,Wrong item received,1459,13
RET13356,ORD108329,CUST10371,2026-03-04,Better price elsewhere,1041,5
RET13357,ORD108331,CUST10747,2026-02-14,Damaged in shipping,843,14
RET13358,ORD108342,CUST10600,2026-02-24,Changed mind,718,10
RET13359,ORD108344,CUST10600,2026-01-20,Size/fit issue,1440,5
RET13360,ORD108346,CUST11734,2026-02-01,Wrong item received,19982,8
RET13361,ORD108347,CUST11608,2026-02-08,Quality not as expected,824,14
RET13362,ORD108349,CUST10398,2026-03-01,Size/fit issue,1832,4
RET13363,ORD108353,CUST11138,2026-01-31,Size/fit issue,637,12
RET13364,ORD108357,CUST11859,2026-03-12,Defective product,940,14
RET13365,ORD108359,CUST11341,2026-03-03,Changed mind,264,4
RET13366,ORD108361,CUST10602,2026-01-07,Product not as described,50,2
RET13367,ORD108362,CUST10173,2026-01-24,Defective product,19982,11
RET13368,ORD108363,CUST11740,2026-01-31,Wrong item received,879,10
RET13369,ORD108366,CUST10268,2026-01-25,Damaged in shipping,461,9
RET13370,ORD108367,CUST11312,2026-02-04,Changed mind,669,8
RET13371,ORD108368,CUST11768,2026-01-14,Changed mind,16045,1
RET13372,ORD108371,CUST10989,2026-01-28,Changed mind,2849,3
RET13373,ORD108374,CUST11782,2026-01-29,Changed mind,1112,4
RET13374,ORD108377,CUST11656,2026-01-03,Better price elsewhere,1001,1
RET13375,ORD108378,CUST10626,2026-01-22,Defective product,847,5
RET13376,ORD108380,CUST11847,2026-01-20,Damaged in shipping,459,6
RET13377,ORD108381,CUST10772,2026-02-09,Defective product,208,2
RET13378,ORD108383,CUST10795,2026-02-15,Product not as described,46164,14
RET13379,ORD108384,CUST11118,2026-02-05,Better price elsewhere,4448,8
RET13380,ORD108386,CUST11061,2026-01-25,Damaged in shipping,428,10
RET13381,ORD108387,CUST10161,2026-01-29,Wrong item received,2849,9
RET13382,ORD108390,CUST10596,2026-02-03,Quality not as expected,394,4
RET13383,ORD108391,CUST10938,2026-02-10,Defective product,987,12
RET13384,ORD108394,CUST10684,2026-02-05,Product not as described,1097,6
RET13385,ORD108398,CUST10489,2026-02-10,Quality not as expected,703,6
RET13386,ORD108402,CUST11095,2026-02-05,Defective product,1012,5
RET13387,ORD108405,CUST11716,2026-02-18,Size/fit issue,3067,10
RET13388,ORD108407,CUST11416,2026-01-24,Quality not as expected,412,4
RET13389,ORD108408,CUST11658,2026-03-05,Damaged in shipping,824,11
RET13390,ORD108409,CUST11562,2026-02-23,Wrong item received,466,4
RET13391,ORD108410,CUST10371,2026-02-01,Size/fit issue,654,5
RET13392,ORD108411,CUST11504,2026-03-09,Wrong item received,796,13
RET13393,ORD108412,CUST10826,2026-01-24,Defective product,45705,9
RET13394,ORD108413,CUST10425,2026-02-09,Product not as described,19982,5
RET13395,ORD108418,CUST11161,2026-02-02,Better price elsewhere,1002,4
RET13396,ORD108419,CUST10640,2026-02-08,Product not as described,2452,13
RET13397,ORD108422,CUST10211,2026-01-13,Product not as described,1001,6
RET13398,ORD108425,CUST11087,2026-01-17,Better price elsewhere,15168,1
RET13399,ORD108428,CUST10504,2026-02-08,Damaged in shipping,772,14
RET13400,ORD108429,CUST10591,2026-02-05,Product not as described,296,13
RET13401,ORD108431,CUST11899,2026-02-22,Quality not as expected,2090,14
RET13402,ORD108434,CUST10557,2026-01-12,Wrong item received,557,4
RET13403,ORD108436,CUST11641,2026-02-13,Changed mind,50,14
RET13404,ORD108438,CUST10983,2026-03-06,Size/fit issue,703,12
RET13405,ORD108441,CUST10040,2026-02-17,Product not as described,23456,12
RET13406,ORD108442,CUST11631,2026-02-10,Wrong item received,1281,12
RET13407,ORD108448,CUST11368,2026-02-15,Changed mind,638,5
RET13408,ORD108449,CUST11692,2026-01-16,Changed mind,75760,2
RET13409,ORD108451,CUST10576,2026-02-23,Defective product,1565,6
RET13410,ORD108453,CUST11558,2026-02-13,Better price elsewhere,1275,9
RET13411,ORD108457,CUST11444,2026-03-09,Quality not as expected,770,10
RET13412,ORD108458,CUST11828,2026-02-20,Wrong item received,1685,7
RET13413,ORD108469,CUST10766,2026-03-06,Changed mind,1567,8
RET13414,ORD108473,CUST10222,2026-02-15,Size/fit issue,50,6
RET13415,ORD108475,CUST10900,2026-02-01,Changed mind,50,10
RET13416,ORD108476,CUST10002,2026-01-17,Wrong item received,3714,9
RET13417,ORD108477,CUST10775,2026-01-26,Quality not as expected,246,11
RET13418,ORD108479,CUST11408,2026-01-24,Product not as described,1281,7
RET13419,ORD108483,CUST11803,2026-01-28,Defective product,2802,6
RET13420,ORD108484,CUST11191,2026-03-04,Quality not as expected,50,8
RET13421,ORD108486,CUST11936,2026-02-24,Defective product,60,7
RET13422,ORD108490,CUST10760,2026-02-22,Damaged in shipping,234,2
RET13423,ORD108491,CUST11118,2026-01-21,Damaged in shipping,592,6
RET13424,ORD108493,CUST10592,2026-01-08,Defective product,30089,3
RET13425,ORD108495,CUST11560,2026-02-09,Changed mind,84,4
RET13426,ORD108499,CUST11061,2026-01-05,Size/fit issue,863,4
RET13427,ORD108502,CUST10827,2026-02-28,Damaged in shipping,82523,8
RET13428,ORD108504,CUST10699,2026-01-29,Product not as described,78,2
RET13429,ORD108506,CUST10957,2026-03-02,Size/fit issue,1792,3
RET13430,ORD108512,CUST11815,2026-02-02,Better price elsewhere,50,14
RET13431,ORD108516,CUST10026,2026-02-07,Product not as described,40731,7
RET13432,ORD108517,CUST10207,2026-02-13,Wrong item received,1879,13
RET13433,ORD108525,CUST10135,2026-02-14,Damaged in shipping,50,13
RET13434,ORD108529,CUST10023,2026-01-11,Quality not as expected,461,10
RET13435,ORD108531,CUST10365,2026-01-29,Quality not as expected,361,7
RET13436,ORD108537,CUST10197,2026-02-06,Product not as described,816,5
RET13437,ORD108539,CUST10575,2026-01-20,Product not as described,400,12
RET13438,ORD108540,CUST10098,2026-02-02,Product not as described,35998,7
RET13439,ORD108541,CUST10930,2026-02-19,Defective product,4219,8
RET13440,ORD108543,CUST10148,2026-01-10,Size/fit issue,50,2
RET13441,ORD108544,CUST10122,2026-01-20,Quality not as expected,426,9
RET13442,ORD108547,CUST10124,2026-02-04,Better price elsewhere,474,12
RET13443,ORD108551,CUST10816,2026-02-01,Wrong item received,2892,2
RET13444,ORD108555,CUST11520,2026-02-03,Changed mind,425,3
RET13445,ORD108557,CUST10444,2026-01-06,Size/fit issue,1389,3
RET13446,ORD108558,CUST10646,2026-01-23,Changed mind,93,9
RET13447,ORD108559,CUST11796,2026-01-11,Wrong item received,50151,9
RET13448,ORD108560,CUST11674,2026-01-24,Damaged in shipping,1255,12
RET13449,ORD108561,CUST10948,2026-01-08,Quality not as expected,75047,5
RET13450,ORD108568,CUST11657,2026-02-09,Damaged in shipping,494,7
RET13451,ORD108573,CUST11096,2026-02-22,Defective product,262,8
RET13452,ORD108575,CUST10340,2026-01-26,Quality not as expected,412,2
RET13453,ORD108578,CUST11889,2026-01-12,Changed mind,977,3
RET13454,ORD108581,CUST10851,2026-01-30,Defective product,1782,2
RET13455,ORD108583,CUST10856,2026-01-17,Quality not as expected,977,4
RET13456,ORD108584,CUST10234,2026-01-03,Wrong item received,50,2
RET13457,ORD108585,CUST10013,2026-01-30,Better price elsewhere,1359,4
RET13458,ORD108586,CUST11077,2026-02-08,Quality not as expected,297,11
RET13459,ORD108587,CUST11511,2026-01-27,Defective product,2594,7
RET13460,ORD108596,CUST10542,2026-02-23,Quality not as expected,65,7
RET13461,ORD108599,CUST10719,2026-02-24,Wrong item received,1702,5
RET13462,ORD108602,CUST11865,2026-01-24,Defective product,1934,14
RET13463,ORD108610,CUST10054,2026-02-08,Product not as described,281,2
RET13464,ORD108613,CUST11162,2026-02-02,Size/fit issue,41774,6
RET13465,ORD108616,CUST10582,2026-01-13,Better price elsewhere,1002,3
RET13466,ORD108617,CUST11436,2026-01-13,Quality not as expected,394,6
RET13467,ORD108619,CUST11526,2026-01-27,Size/fit issue,1917,11
RET13468,ORD108621,CUST10286,2026-02-07,Changed mind,743,4
RET13469,ORD108624,CUST11737,2026-01-10,Size/fit issue,847,3
RET13470,ORD108635,CUST11925,2026-01-22,Better price elsewhere,481,14
RET13471,ORD108636,CUST10136,2026-01-30,Better price elsewhere,199,6
RET13472,ORD108640,CUST11281,2026-02-01,Wrong item received,827,9
RET13473,ORD108642,CUST10992,2026-02-04,Better price elsewhere,22632,8
